norf_id	tsc_id	tsc_chrom	tsc_start	tsc_end	Transcript.type
tracer88900	ENST00000505763	chr5	110693683	110785582	processed_transcript
tracer89726	ENST00000505768	chr5	137673704	137680934	processed_transcript
tracer84805	ENST00000505801	chr4	106068090	106111860	retained_intron
tracer84449	ENST00000505856	chr4	86396639	86492085	retained_intron
tracer91534	ENST00000506033	chr5	180236014	180237440	processed_transcript
tracer112119	ENST00000506043	chrX	77218050	77218386	transcribed_processed_pseudogene
tracer87377	ENST00000506247	chr5	43588743	43603332	antisense
tracer83496	ENST00000506347	chr4	39975064	39975958	processed_pseudogene
tracer84450	ENST00000506421	chr4	86396596	86644885	processed_transcript
tracer84961	ENST00000506461	chr4	110980801	111119706	processed_transcript
tracer82887	ENST00000506588	chr4	6271577	6289004	retained_intron
tracer83984	ENST00000506606	chr4	68567051	68588220	antisense
tracer86817	ENST00000506611	chr5	14474121	14477442	retained_intron
tracer86600	ENST00000506641	chr5	1318470	1326370	processed_transcript
tracer95256	ENST00000506649	chr6	109689887	109703104	processed_transcript
tracer83599	ENST00000506793	chr4	44680444	44702776	processed_transcript
tracer86198	ENST00000506853	chr4	178355538	178363563	processed_transcript
tracer82505	ENST00000507044	chr4	1243088	1244234	antisense
tracer49253	ENST00000507114	chr17	48777646	48785016	retained_intron
tracer105632	ENST00000507178	chr8	143738874	143747939	processed_transcript
tracer89159	ENST00000507364	chr5	122284291	122337840	processed_transcript
tracer90970	ENST00000507395	chr5	174905568	174919549	retained_intron
tracer86622	ENST00000507505	chr5	1599236	1634117	processed_transcript
tracer86485	ENST00000507522	chr5	251456	256794	processed_transcript
tracer90288	ENST00000507562	chr5	148725182	148734146	processed_transcript
tracer88916	ENST00000507742	chr5	111066339	111092926	processed_transcript
tracer83622	ENST00000507889	chr4	47487314	47514863	retained_intron
tracer12598	ENST00000507952	chr10	75490320	75491529	processed_transcript
tracer88408	ENST00000507968	chr5	80911305	80912404	processed_transcript
tracer91537	ENST00000508309	chr5	180258027	180261779	lincRNA
tracer88873	ENST00000508571	chr5	109665428	109961298	retained_intron
tracer86838	ENST00000508678	chr5	14681685	14688049	retained_intron
tracer88673	ENST00000508694	chr5	95249030	95278717	retained_intron
tracer89188	ENST00000508708	chr5	122847885	122881650	processed_transcript
tracer49031	ENST00000508749	chr17	47778690	47780500	retained_intron
tracer87376	ENST00000508874	chr5	43587020	43588325	processed_pseudogene
tracer86886	ENST00000508973	chr5	21459622	21474548	processed_transcript
tracer83099	ENST00000509022	chr4	15683375	15688229	processed_transcript
tracer104991	ENST00000509144	chr8	106809168	107072671	antisense
tracer49271	ENST00000509385	chr17	48940730	48943715	processed_transcript
tracer49171	ENST00000509398	chr17	48559725	48560896	retained_intron
tracer88065	ENST00000509433	chr5	72858311	72861029	retained_intron
tracer86293	ENST00000509538	chr4	185570910	185578808	retained_intron
tracer83034	ENST00000509600	chr4	10117518	10118492	retained_intron
tracer86885	ENST00000509649	chr5	21459606	21462099	processed_transcript
tracer49021	ENST00000509765	chr17	47699776	47755444	retained_intron
tracer49158	ENST00000509806	chr17	48541905	48550764	processed_transcript
tracer80147	ENST00000510043	chr3	131181398	131190178	retained_intron
tracer28667	ENST00000510179	chr13	46844212	46844752	processed_pseudogene
tracer88778	ENST00000510208	chr5	102090487	102201784	processed_transcript
tracer89004	ENST00000510222	chr5	114482766	114505563	processed_transcript
tracer93907	ENST00000510282	chr6	43154666	43156696	retained_intron
tracer82799	ENST00000510565	chr4	3944638	3957135	processed_transcript
tracer86517	ENST00000510714	chr5	466239	472991	processed_transcript
tracer82779	ENST00000510803	chr4	3422115	3424251	retained_intron
tracer86306	ENST00000510864	chr4	185615447	185616106	processed_transcript
tracer86501	ENST00000510910	chr5	422492	424042	retained_intron
tracer93780	ENST00000511161	chr6	41904744	42016428	retained_intron
tracer83611	ENST00000511164	chr4	46725847	46726425	processed_pseudogene
tracer57112	ENST00000511180	chr19	19627050	19638511	retained_intron
tracer85667	ENST00000511315	chr4	147363470	147442982	processed_transcript
tracer86132	ENST00000511316	chr4	174252856	174255583	retained_intron
tracer88911	ENST00000511569	chr5	110836162	110848233	processed_transcript
tracer24040	ENST00000511854	chr12	54575237	54576543	retained_intron
tracer82496	ENST00000511907	chr4	1207779	1210195	retained_intron
tracer91421	ENST00000512234	chr5	179238615	179240641	processed_transcript
tracer88053	ENST00000512257	chr5	72794256	72795476	retained_intron
tracer86625	ENST00000512270	chr5	1614951	1616449	processed_pseudogene
tracer87464	ENST00000512301	chr5	52405707	52410027	antisense
tracer87117	ENST00000512374	chr5	36606713	36609401	retained_intron
tracer93785	ENST00000512381	chr6	41978576	42016440	processed_transcript
tracer85181	ENST00000512484	chr4	120980983	120982191	retained_intron
tracer83924	ENST00000512512	chr4	57896939	57931769	processed_transcript
tracer82485	ENST00000512552	chr4	1079498	1093648	retained_intron
tracer85973	ENST00000512835	chr4	165118159	165118863	processed_pseudogene
tracer89700	ENST00000512954	chr5	137474030	137475132	retained_intron
tracer83222	ENST00000513036	chr4	24529100	24532506	processed_transcript
tracer86121	ENST00000513061	chr4	172734674	172737504	processed_transcript
tracer85168	ENST00000513147	chr4	120381592	120383065	retained_intron
tracer90211	ENST00000513298	chr5	145838778	145849372	retained_intron
tracer87371	ENST00000513560	chr5	43571696	43603206	antisense
tracer83468	ENST00000513652	chr4	39481875	39483525	processed_transcript
tracer83469	ENST00000513652	chr4	39481875	39483525	processed_transcript
tracer82917	ENST00000513778	chr4	6695605	6698897	processed_transcript
tracer84499	ENST00000513854	chr4	88261463	88287219	retained_intron
tracer89973	ENST00000513912	chr5	140071099	140073388	retained_intron
tracer86745	ENST00000514312	chr5	10415711	10417563	retained_intron
tracer86685	ENST00000514410	chr5	6750493	6751602	retained_intron
tracer89034	ENST00000514548	chr5	114916524	114952261	retained_intron
tracer111488	ENST00000514560	chrX	51809141	51809753	retained_intron
tracer87697	ENST00000514605	chr5	61684737	61687194	retained_intron
tracer9141	ENST00000514644	chr1	204839990	204943811	retained_intron
tracer85148	ENST00000514665	chr4	120133742	120142650	retained_intron
tracer88975	ENST00000514701	chr5	112357798	112630635	processed_transcript
tracer89049	ENST00000514775	chr5	115176249	115177256	processed_transcript
tracer87644	ENST00000514799	chr5	59755675	59756566	processed_pseudogene
tracer91598	ENST00000514805	chr5	180686262	180688082	processed_transcript
tracer91915	ENST00000514824	chr6	11713908	11736947	processed_transcript
tracer91144	ENST00000514943	chr5	176829626	176830527	processed_transcript
tracer82509	ENST00000514984	chr4	1243898	1244975	antisense
tracer87319	ENST00000515108	chr5	43042235	43045370	retained_intron
tracer88491	ENST00000515293	chr5	87492167	87494268	processed_transcript
tracer84880	ENST00000515332	chr4	108746038	108816509	processed_transcript
tracer89035	ENST00000515570	chr5	114938742	114956356	antisense
tracer83816	ENST00000515591	chr4	56289281	56291798	retained_intron
tracer83289	ENST00000515764	chr4	25863452	25931167	processed_transcript
tracer90969	ENST00000515791	chr5	174905569	174918991	processed_transcript
tracer91317	ENST00000516655	chr5	178046729	178046999	misc_RNA
tracer103219	ENST00000517436	chr8	28309779	28347743	processed_transcript
tracer102962	ENST00000517528	chr8	22857442	22862357	retained_intron
tracer40485	ENST00000517529	chr16	21915440	21930477	processed_transcript
tracer90362	ENST00000517660	chr5	149516867	149535423	processed_transcript
tracer104333	ENST00000517767	chr8	74896728	74897118	processed_pseudogene
tracer105644	ENST00000517833	chr8	144063155	144099807	lincRNA
tracer103086	ENST00000517914	chr8	25307895	25315270	processed_transcript
tracer105665	ENST00000518073	chr8	144362998	144363860	antisense
tracer105473	ENST00000518094	chr8	134271338	134274500	retained_intron
tracer112924	ENST00000518153	chrX	134184962	134186120	processed_transcript
tracer90904	ENST00000518267	chr5	171533807	171542148	processed_transcript
tracer104163	ENST00000518290	chr8	68109909	68114040	retained_intron
tracer104975	ENST00000518375	chr8	105501484	105508370	processed_transcript
tracer94345	ENST00000518464	chr6	56323037	56326866	retained_intron
tracer102417	ENST00000518530	chr8	1626537	1629012	retained_intron
tracer71186	ENST00000518618	chr20	61916838	61919597	processed_transcript
tracer104923	ENST00000518697	chr8	103840775	103842455	processed_transcript
tracer90565	ENST00000518782	chr5	154237801	154238999	processed_transcript
tracer105647	ENST00000518831	chr8	144098083	144099854	lincRNA
tracer105613	ENST00000518928	chr8	143381477	143407586	processed_transcript
tracer91331	ENST00000519180	chr5	178349065	178349717	processed_pseudogene
tracer102968	ENST00000519210	chr8	22865352	22868154	retained_intron
tracer90700	ENST00000519287	chr5	159849214	159855746	processed_transcript
tracer103914	ENST00000519460	chr8	56651317	56658606	retained_intron
tracer90456	ENST00000519610	chr5	150534446	150537322	processed_transcript
tracer104884	ENST00000519916	chr8	102213448	102217735	retained_intron
tracer91418	ENST00000520019	chr5	179229313	179233305	processed_transcript
tracer104992	ENST00000520078	chr8	106810319	107072689	retained_intron
tracer104364	ENST00000520203	chr8	77900128	77912466	processed_transcript
tracer104371	ENST00000520248	chr8	79672377	79674666	processed_pseudogene
tracer103445	ENST00000520286	chr8	38020946	38034248	processed_transcript
tracer105583	ENST00000520482	chr8	142167494	142186365	retained_intron
tracer104124	ENST00000520633	chr8	67922853	67940772	processed_transcript
tracer90430	ENST00000520773	chr5	150310207	150324621	processed_transcript
tracer112925	ENST00000520964	chrX	134184970	134186226	processed_transcript
tracer102434	ENST00000520972	chr8	1808060	1852276	retained_intron
tracer102760	ENST00000520985	chr8	19674950	19676383	retained_intron
tracer105666	ENST00000521207	chr8	144363196	144363780	antisense
tracer52834	ENST00000521273	chr18	29992177	29993139	processed_pseudogene
tracer90461	ENST00000521308	chr5	150560613	150603654	processed_transcript
tracer104995	ENST00000521369	chr8	107282372	107285127	lincRNA
tracer105349	ENST00000521460	chr8	126375268	126379358	processed_transcript
tracer103349	ENST00000521620	chr8	30945160	31031279	retained_intron
tracer105610	ENST00000521825	chr8	143352928	143361358	processed_transcript
tracer90852	ENST00000522096	chr5	170323933	170331465	processed_pseudogene
tracer111134	ENST00000522234	chrX	47078175	47085977	retained_intron
tracer99385	ENST00000522342	chr7	77787524	77807384	processed_transcript
tracer103944	ENST00000522366	chr8	57124348	57128137	retained_intron
tracer105375	ENST00000522414	chr8	129108765	129112133	lincRNA
tracer70906	ENST00000522557	chr20	56063448	56064083	processed_pseudogene
tracer90929	ENST00000523057	chr5	172402514	172403377	processed_pseudogene
tracer103883	ENST00000523343	chr8	54628233	54708321	processed_transcript
tracer104963	ENST00000523422	chr8	104495651	104513904	antisense
tracer88289	ENST00000523472	chr5	78365599	78373964	retained_intron
tracer105388	ENST00000523514	chr8	130982755	131028898	retained_intron
tracer102668	ENST00000523571	chr8	17196239	17206994	processed_transcript
tracer104935	ENST00000523614	chr8	104203192	104310610	antisense
tracer102652	ENST00000523649	chr8	17102249	17104374	retained_intron
tracer105342	ENST00000523824	chr8	126104112	126163611	retained_intron
tracer103534	ENST00000524091	chr8	38458179	38458718	processed_pseudogene
tracer18029	ENST00000524628	chr11	65769951	65771617	processed_transcript
tracer20802	ENST00000524683	chr11	121163480	121176419	retained_intron
tracer19504	ENST00000524830	chr11	85468803	85522183	processed_transcript
tracer18449	ENST00000524838	chr11	67374415	67377739	retained_intron
tracer19997	ENST00000524979	chr11	108738975	108811535	processed_transcript
tracer20323	ENST00000524988	chr11	117059741	117060998	retained_intron
tracer103737	ENST00000525099	chr8	42931790	42940923	retained_intron
tracer16402	ENST00000525110	chr11	45882531	45889491	retained_intron
tracer19976	ENST00000525178	chr11	108217248	108236456	processed_transcript
tracer15231	ENST00000525329	chr11	6501937	6502553	retained_intron
tracer7481	ENST00000525375	chr1	156568759	156571271	retained_intron
tracer19440	ENST00000525504	chr11	82972498	82978514	processed_transcript
tracer15643	ENST00000525661	chr11	13427096	13461755	retained_intron
tracer19195	ENST00000525872	chr11	75623023	75627828	processed_transcript
tracer21247	ENST00000525961	chr11	134123458	134126804	retained_intron
tracer19119	ENST00000526047	chr11	74617885	74632344	retained_intron
tracer18181	ENST00000526058	chr11	66360675	66367082	retained_intron
tracer43944	ENST00000526460	chr16	87985073	87990675	processed_transcript
tracer21048	ENST00000526525	chr11	126139066	126143204	retained_intron
tracer19380	ENST00000526709	chr11	78279761	78282715	retained_intron
tracer21098	ENST00000526843	chr11	127810808	127811549	processed_pseudogene
tracer105863	ENST00000526985	chr8	145059660	145060309	retained_intron
tracer14904	ENST00000527085	chr11	1319379	1330874	processed_transcript
tracer37325	ENST00000527138	chr15	79219549	79224295	retained_intron
tracer16467	ENST00000527211	chr11	46398070	46402101	retained_intron
tracer20954	ENST00000527257	chr11	124966931	124974937	retained_intron
tracer20442	ENST00000527282	chr11	118133196	118135101	retained_intron
tracer19353	ENST00000527321	chr11	77850861	77852968	antisense
tracer20670	ENST00000527354	chr11	118992320	119002707	processed_transcript
tracer15481	ENST00000527406	chr11	9779841	9802378	antisense
tracer16725	ENST00000527750	chr11	47825906	47827792	processed_transcript
tracer16210	ENST00000527830	chr11	34903917	34937898	processed_transcript
tracer31613	ENST00000527981	chr14	59945444	59951126	retained_intron
tracer11535	ENST00000527986	chr10	28811581	28821672	antisense
tracer106187	ENST00000528017	chr8	146059118	146068605	retained_intron
tracer34775	ENST00000528023	chr15	41455360	41456572	unprocessed_pseudogene
tracer17666	ENST00000528109	chr11	64808425	64812300	processed_transcript
tracer19411	ENST00000528156	chr11	82783385	82784642	lincRNA
tracer17135	ENST00000528206	chr11	62124525	62150719	processed_transcript
tracer17975	ENST00000528409	chr11	65634296	65635983	retained_intron
tracer20136	ENST00000528590	chr11	113103866	113146170	processed_transcript
tracer17907	ENST00000528699	chr11	65417753	65418389	retained_intron
tracer14587	ENST00000529087	chr11	289178	290800	retained_intron
tracer27448	ENST00000529201	chr12	123942674	123949446	processed_transcript
tracer15965	ENST00000529218	chr11	21305207	21596882	processed_transcript
tracer18333	ENST00000529224	chr11	67075044	67076997	processed_transcript
tracer18480	ENST00000529253	chr11	67559238	67572805	processed_transcript
tracer16283	ENST00000529334	chr11	43356829	43360923	processed_transcript
tracer20668	ENST00000529354	chr11	118992302	119002246	retained_intron
tracer20337	ENST00000529458	chr11	117076663	117078852	processed_transcript
tracer18093	ENST00000529544	chr11	66109420	66112596	retained_intron
tracer104756	ENST00000529551	chr8	98067755	98105164	processed_transcript
tracer19121	ENST00000529570	chr11	74622420	74631051	processed_transcript
tracer13968	ENST00000529665	chr10	116853124	116931132	processed_transcript
tracer99128	ENST00000529695	chr7	74508364	74510270	processed_transcript
tracer15230	ENST00000529847	chr11	6500887	6502573	retained_intron
tracer27449	ENST00000529904	chr12	123942635	123943763	processed_transcript
tracer16482	ENST00000529963	chr11	46512548	46517061	processed_transcript
tracer20738	ENST00000530002	chr11	119252545	119346419	antisense
tracer16194	ENST00000530017	chr11	34160419	34161058	processed_transcript
tracer3552	ENST00000530073	chr1	46074972	46083916	processed_transcript
tracer19746	ENST00000530106	chr11	96113701	96117933	retained_intron
tracer14485	ENST00000530127	chr10	134977691	134992653	processed_transcript
tracer19413	ENST00000530270	chr11	82783397	82785010	lincRNA
tracer60011	ENST00000530361	chr19	50188562	50191676	processed_transcript
tracer103679	ENST00000530566	chr8	42196012	42197665	processed_transcript
tracer14610	ENST00000530717	chr11	369796	372807	retained_intron
tracer18762	ENST00000530831	chr11	71207481	71211081	retained_intron
tracer95611	ENST00000530868	chr6	125552353	125584396	processed_transcript
tracer16351	ENST00000530931	chr11	44625978	44640825	processed_transcript
tracer20532	ENST00000531087	chr11	118874452	118875603	antisense
tracer19887	ENST00000531301	chr11	106697118	106698616	processed_pseudogene
tracer20769	ENST00000531346	chr11	120196005	120204388	processed_transcript
tracer19539	ENST00000531485	chr11	86013285	86056833	processed_transcript
tracer19481	ENST00000531515	chr11	85371212	85393906	processed_transcript
tracer15265	ENST00000531754	chr11	6639674	6640679	retained_intron
tracer18504	ENST00000531796	chr11	67798120	67800152	retained_intron
tracer15276	ENST00000531871	chr11	6735841	6743111	transcribed_unprocessed_pseudogene
tracer16889	ENST00000531919	chr11	59410147	59415359	retained_intron
tracer14917	ENST00000531976	chr11	1490687	1494666	retained_intron
tracer105866	ENST00000531992	chr8	145065462	145066131	retained_intron
tracer105819	ENST00000531995	chr8	144902403	144903913	retained_intron
tracer16118	ENST00000532687	chr11	33060963	33065658	retained_intron
tracer15777	ENST00000532834	chr11	17457219	17457728	processed_pseudogene
tracer17276	ENST00000532915	chr11	62538875	62546260	retained_intron
tracer15304	ENST00000532926	chr11	7597998	7674984	processed_transcript
tracer90333	ENST00000532987	chr5	149379403	149380216	processed_transcript
tracer18521	ENST00000533005	chr11	67811756	67818335	retained_intron
tracer74179	ENST00000533061	chr22	36555278	36556803	processed_transcript
tracer15209	ENST00000533064	chr11	6469843	6471621	retained_intron
tracer16541	ENST00000533124	chr11	46958240	47130869	processed_transcript
tracer17197	ENST00000533303	chr11	62384161	62384926	retained_intron
tracer19409	ENST00000533528	chr11	82783146	82803380	lincRNA
tracer17683	ENST00000533656	chr11	64863699	64875199	retained_intron
tracer25084	ENST00000533674	chr12	70081039	70093124	processed_transcript
tracer16369	ENST00000533955	chr11	44957129	44972384	processed_transcript
tracer19125	ENST00000534041	chr11	74632320	74660140	processed_transcript
tracer105902	ENST00000534435	chr8	145157545	145158999	retained_intron
tracer17816	ENST00000534462	chr11	65305302	65306175	processed_transcript
tracer20497	ENST00000534672	chr11	118500695	118528738	processed_transcript
tracer31695	ENST00000534758	chr14	61486254	61497757	retained_intron
tracer106209	ENST00000534816	chr8	146220272	146220926	processed_pseudogene
tracer18232	ENST00000534822	chr11	66611006	66611489	retained_intron
tracer22229	ENST00000535134	chr12	13349720	13362504	processed_transcript
tracer31435	ENST00000535211	chr14	56042905	56046814	antisense
tracer21947	ENST00000535486	chr12	7342685	7343389	retained_intron
tracer24937	ENST00000535812	chr12	66562526	66563792	processed_transcript
tracer16945	ENST00000535818	chr11	60905668	60929087	retained_intron
tracer27307	ENST00000535831	chr12	123319000	123342564	retained_intron
tracer46577	ENST00000535846	chr17	21438311	21477722	processed_transcript
tracer21560	ENST00000536137	chr12	4714123	4719689	retained_intron
tracer26851	ENST00000536584	chr12	118636195	118651976	retained_intron
tracer47666	ENST00000536613	chr17	37342676	37349746	retained_intron
tracer21932	ENST00000536679	chr12	7261167	7263066	antisense
tracer17009	ENST00000536687	chr11	61123994	61129743	processed_transcript
tracer26220	ENST00000536720	chr12	109530060	109531436	retained_intron
tracer63173	ENST00000536804	chr2	65663864	65710280	lincRNA
tracer17351	ENST00000537871	chr11	63304281	63313934	processed_transcript
tracer17321	ENST00000538277	chr11	62603251	62607056	retained_intron
tracer21632	ENST00000538616	chr12	6559577	6560615	retained_intron
tracer96604	ENST00000538672	chr6	158658368	158658949	processed_pseudogene
tracer22759	ENST00000538740	chr12	31253341	31254409	retained_intron
tracer27792	ENST00000539357	chr12	133257614	133263951	retained_intron
tracer27840	ENST00000539809	chr12	133522302	133525201	retained_intron
tracer33867	ENST00000540171	chr14	105147483	105151269	lincRNA
tracer22368	ENST00000540175	chr12	20704524	20705946	processed_pseudogene
tracer16004	ENST00000540179	chr11	27603227	27603601	processed_pseudogene
tracer40343	ENST00000540240	chr16	19619100	19620048	retained_intron
tracer27508	ENST00000540368	chr12	124196903	124222049	retained_intron
tracer22399	ENST00000540463	chr12	21600479	21601248	processed_pseudogene
tracer34412	ENST00000540594	chr15	34438861	34502297	retained_intron
tracer52666	ENST00000540608	chr18	21119694	21166451	processed_transcript
tracer50822	ENST00000540812	chr17	73888664	73892721	retained_intron
tracer60993	ENST00000541072	chr19	58144536	58145402	retained_intron
tracer27763	ENST00000541627	chr12	133200348	133202537	retained_intron
tracer107224	ENST00000541804	chr9	37512544	37588871	processed_transcript
tracer60992	ENST00000542008	chr19	58144536	58145651	retained_intron
tracer26834	ENST00000542195	chr12	118540644	118541795	retained_intron
tracer21846	ENST00000542222	chr12	7052596	7055166	processed_transcript
tracer62551	ENST00000542399	chr2	43902292	43903461	processed_pseudogene
tracer18888	ENST00000542612	chr11	72398305	72400591	retained_intron
tracer22563	ENST00000542667	chr12	27132835	27167144	processed_transcript
tracer59133	ENST00000542809	chr19	45595050	45596529	processed_transcript
tracer18341	ENST00000542982	chr11	67120003	67120996	retained_intron
tracer27474	ENST00000543016	chr12	124101105	124103325	retained_intron
tracer22261	ENST00000543316	chr12	14953934	14956410	retained_intron
tracer18815	ENST00000543450	chr11	71776245	71791739	processed_transcript
tracer27333	ENST00000543590	chr12	123354622	123356228	retained_intron
tracer40476	ENST00000543702	chr16	21892076	21893548	processed_transcript
tracer27694	ENST00000543754	chr12	132425472	132428404	retained_intron
tracer19055	ENST00000544293	chr11	73879059	73881913	retained_intron
tracer38399	ENST00000544386	chr16	436663	437323	transcribed_processed_pseudogene
tracer107223	ENST00000544475	chr9	37512544	37588871	processed_transcript
tracer30013	ENST00000544500	chr14	21966290	21971972	retained_intron
tracer19007	ENST00000544575	chr11	73586804	73587611	processed_transcript
tracer17335	ENST00000544983	chr11	62622154	62623230	retained_intron
tracer87723	ENST00000545000	chr5	64179983	64314418	processed_transcript
tracer22413	ENST00000545113	chr12	21654749	21660239	retained_intron
tracer18675	ENST00000545202	chr11	69240458	69244389	lincRNA
tracer19018	ENST00000545562	chr11	73687686	73688109	retained_intron
tracer27532	ENST00000545615	chr12	124457792	124720148	processed_transcript
tracer25972	ENST00000545698	chr12	104359620	104374251	retained_intron
tracer98290	ENST00000545716	chr7	44068567	44078572	transcribed_unprocessed_pseudogene
tracer22184	ENST00000545876	chr12	12837029	12849117	processed_transcript
tracer17329	ENST00000545920	chr11	62620544	62621814	retained_intron
tracer96679	ENST00000546023	chr6	160209469	160210705	processed_transcript
tracer46885	ENST00000546105	chr17	27401499	27418867	processed_transcript
tracer58550	ENST00000546155	chr19	41116074	41119734	retained_intron
tracer48280	ENST00000546325	chr17	41164967	41165665	retained_intron
tracer23922	ENST00000546562	chr12	53709208	53715394	retained_intron
tracer25578	ENST00000546733	chr12	94544608	94580541	retained_intron
tracer96826	ENST00000546953	chr6	170069617	170101749	retained_intron
tracer26115	ENST00000547115	chr12	107379531	107380938	processed_transcript
tracer23332	ENST00000547395	chr12	49392181	49412502	antisense
tracer23649	ENST00000547512	chr12	51518411	51519164	processed_pseudogene
tracer22945	ENST00000547622	chr12	42554298	42631314	processed_transcript
tracer23716	ENST00000547632	chr12	52309497	52313104	retained_intron
tracer23478	ENST00000547655	chr12	49988931	49989471	processed_pseudogene
tracer44197	ENST00000547687	chr16	89710843	89713288	retained_intron
tracer45222	ENST00000547709	chr17	6919484	6920839	processed_transcript
tracer23104	ENST00000547851	chr12	47600162	47610217	lincRNA
tracer25049	ENST00000547924	chr12	69265474	69326951	retained_intron
tracer25710	ENST00000547982	chr12	96405073	96408952	retained_intron
tracer26444	ENST00000548329	chr12	111389515	111395615	lincRNA
tracer40453	ENST00000548357	chr16	21391494	21397385	unprocessed_pseudogene
tracer23629	ENST00000548390	chr12	51442110	51443213	retained_intron
tracer23553	ENST00000548468	chr12	50505980	50559203	processed_transcript
tracer24478	ENST00000548474	chr12	57031965	57039063	processed_transcript
tracer26640	ENST00000548759	chr12	113494514	113495957	processed_transcript
tracer25746	ENST00000548760	chr12	98906751	98910200	antisense
tracer26381	ENST00000548869	chr12	110906229	110925103	retained_intron
tracer23565	ENST00000548942	chr12	50527568	50529320	processed_transcript
tracer22638	ENST00000549080	chr12	29302143	29324983	processed_transcript
tracer22854	ENST00000549461	chr12	32955384	32974748	retained_intron
tracer24367	ENST00000549565	chr12	56693926	56708572	antisense
tracer23837	ENST00000549628	chr12	53492708	53496124	processed_transcript
tracer25256	ENST00000549988	chr12	76453376	76478465	retained_intron
tracer23902	ENST00000550263	chr12	53692449	53694098	antisense
tracer26394	ENST00000550267	chr12	110936601	110939912	retained_intron
tracer24361	ENST00000550700	chr12	56680023	56694120	retained_intron
tracer24256	ENST00000550828	chr12	56487298	56487776	retained_intron
tracer25606	ENST00000551078	chr12	94796555	94801873	retained_intron
tracer23906	ENST00000551131	chr12	53693721	53697080	retained_intron
tracer25111	ENST00000551179	chr12	70637225	70672230	retained_intron
tracer23534	ENST00000551199	chr12	50464523	50474565	retained_intron
tracer25608	ENST00000551218	chr12	94914866	94915645	processed_pseudogene
tracer24762	ENST00000551421	chr12	58325311	58329862	lincRNA
tracer25258	ENST00000551500	chr12	76467585	76478463	retained_intron
tracer26393	ENST00000551655	chr12	110934103	110939914	processed_transcript
tracer26663	ENST00000551912	chr12	113596647	113599261	processed_transcript
tracer25122	ENST00000552151	chr12	70704743	70724671	retained_intron
tracer22808	ENST00000552160	chr12	32487451	32491094	retained_intron
tracer45214	ENST00000552176	chr17	6915965	6917851	retained_intron
tracer22810	ENST00000552226	chr12	32490433	32492054	retained_intron
tracer65757	ENST00000552327	chr2	160411954	160471935	retained_intron
tracer24081	ENST00000552382	chr12	54763662	54772973	processed_transcript
tracer23744	ENST00000552544	chr12	52463760	52467687	retained_intron
tracer23554	ENST00000552815	chr12	50506037	50517565	antisense
tracer23740	ENST00000552947	chr12	52463796	52465218	retained_intron
tracer42874	ENST00000553077	chr16	68118654	68226115	retained_intron
tracer24763	ENST00000553102	chr12	58328857	58329846	retained_intron
tracer25109	ENST00000553135	chr12	70636269	70637138	antisense
tracer32796	ENST00000553268	chr14	77787437	77793589	retained_intron
tracer30828	ENST00000553544	chr14	35452179	35466130	retained_intron
tracer33407	ENST00000553559	chr14	95999251	96001209	antisense
tracer33057	ENST00000553569	chr14	90422354	90423531	retained_intron
tracer31412	ENST00000553735	chr14	55493999	55498712	processed_transcript
tracer33418	ENST00000553782	chr14	96505721	96553146	processed_transcript
tracer33313	ENST00000553883	chr14	94400513	94406841	retained_intron
tracer32415	ENST00000553922	chr14	74417013	74422663	retained_intron
tracer31376	ENST00000553952	chr14	54949846	54955712	retained_intron
tracer32194	ENST00000554032	chr14	71276922	71282108	lincRNA
tracer32195	ENST00000554032	chr14	71276922	71282108	lincRNA
tracer30289	ENST00000554036	chr14	24422199	24423061	retained_intron
tracer30839	ENST00000554052	chr14	35515659	35519600	processed_transcript
tracer31960	ENST00000554208	chr14	67708152	67738776	retained_intron
tracer31729	ENST00000554239	chr14	62298579	62299087	processed_pseudogene
tracer33829	ENST00000554757	chr14	104197768	104200000	retained_intron
tracer33337	ENST00000554909	chr14	94594118	94595314	retained_intron
tracer30944	ENST00000554930	chr14	37667215	37854984	processed_transcript
tracer31091	ENST00000555084	chr14	45759239	45759589	processed_pseudogene
tracer29977	ENST00000555127	chr14	21731152	21737548	retained_intron
tracer22510	ENST00000555151	chr12	25348211	25349118	processed_transcript
tracer31661	ENST00000555171	chr14	60622550	60632136	retained_intron
tracer33430	ENST00000555263	chr14	96755793	96756914	retained_intron
tracer33044	ENST00000555562	chr14	89883698	89886137	antisense
tracer30879	ENST00000555629	chr14	35872738	35873955	retained_intron
tracer32697	ENST00000555677	chr14	76368479	76488974	retained_intron
tracer29985	ENST00000555752	chr14	21840234	21852172	retained_intron
tracer31178	ENST00000555794	chr14	50622610	50647372	processed_transcript
tracer30912	ENST00000555918	chr14	36288430	36295971	antisense
tracer31188	ENST00000555939	chr14	50779053	50791424	processed_transcript
tracer30819	ENST00000556314	chr14	35249295	35253131	retained_intron
tracer30287	ENST00000556379	chr14	24407940	24423406	processed_transcript
tracer30288	ENST00000556379	chr14	24407940	24423406	processed_transcript
tracer38002	ENST00000556424	chr15	93258989	93277328	processed_transcript
tracer31415	ENST00000556515	chr14	55518409	55527500	processed_transcript
tracer31751	ENST00000556878	chr14	63917992	64010091	retained_intron
tracer33205	ENST00000556961	chr14	92335756	92341160	processed_transcript
tracer33813	ENST00000556986	chr14	104166259	104167881	retained_intron
tracer33267	ENST00000557034	chr14	93207778	93214971	processed_transcript
