TE,nORF,Class,Family,r_s,p_s,r_p,p_p
chr9:108197454:108197549:L1MC3,8nwmH4,LINE,L1,0.737692731,1.37E-71,0.821808257,6.96E-106
chr9:108198014:108198196:L1MC3,8nwmH4,LINE,L1,0.784573024,6.15E-87,0.849401343,4.89E-120
chr9:108198737:108198881:AluJr,8nwmH4,SINE,Alu,0.786081002,1.67E-87,0.815240691,7.13E-103
chr9:108171684:108171950:AluJr4,dvxzH2,SINE,Alu,0.714469024,3.92E-65,0.800441341,1.65E-96
chr9:108176052:108176240:L3,dvxzH2,LINE,CR1,0.766688379,1.15E-80,0.835759057,1.04E-112
chr9:108180003:108180303:AluJr,dvxzH2,SINE,Alu,0.720346948,1.04E-66,0.800137718,2.20E-96
chr9:108186946:108187259:AluSz,dmrdH6,SINE,Alu,0.776588317,4.50E-84,0.800647177,1.35E-96
chr9:108166999:108167175:MIRb,ietnH10,SINE,MIR,0.734770813,9.63E-71,0.806682324,3.98E-99
chr9:108167640:108168739:L1MB5,ietnH10,LINE,L1,0.781291703,9.74E-86,0.834300762,5.74E-112
chr9:108170464:108170683:L1MB5,ietnH10,LINE,L1,0.741295751,1.17E-72,0.803515536,8.70E-98
chr9:108175467:108175975:MLT1J,ietnH10,LTR,ERVL-MaLR,0.759835711,2.07E-78,0.822612875,2.92E-106
chr9:108176052:108176240:L3,ietnH10,LINE,CR1,0.779267608,5.06E-85,0.84447154,2.62E-117
chr9:108179732:108179943:MIRb,ietnH10,SINE,MIR,0.763854887,1.02E-79,0.839170899,1.77E-114
chr9:108180003:108180303:AluJr,ietnH10,SINE,Alu,0.760526142,1.24E-78,0.820827282,2.00E-105
chr9:108190724:108190850:MIR,ietnH10,SINE,MIR,0.726953066,1.58E-68,0.811951591,2.07E-101
chr9:108195713:108196345:HAL1,ietnH10,LINE,L1,0.764521927,6.15E-80,0.827169757,1.96E-108
chr9:108198014:108198196:L1MC3,ietnH10,LINE,L1,0.747443056,1.69E-74,0.822592284,2.99E-106
chr9:108171684:108171950:AluJr4,ghcwH6,SINE,Alu,0.745854559,5.10E-74,0.802448934,2.43E-97
chr9:108170992:108171683:L1MB5,tracer76249,LINE,L1,0.761548917,5.75E-79,0.804513727,3.31E-98
chr9:108172355:108173484:L1MB5,tracer76249,LINE,L1,0.779714136,3.55E-85,0.814810884,1.11E-102
chr9:108175467:108175975:MLT1J,tracer76249,LTR,ERVL-MaLR,0.770279098,7.08E-82,0.811342061,3.84E-101
chr9:108170992:108171683:L1MB5,tracer5270,LINE,L1,0.793674454,2.24E-90,0.801377802,6.76E-97
chr9:108175467:108175975:MLT1J,tracer5270,LTR,ERVL-MaLR,0.791549518,1.48E-89,0.803531477,8.57E-98
chr9:108195713:108196345:HAL1,tracer5270,LINE,L1,0.781983136,5.46E-86,0.804746706,2.64E-98
chr9:108167640:108168739:L1MB5,tracer112653,LINE,L1,0.771380851,2.95E-82,0.800226783,2.02E-96
chr9:108171951:108172358:L1MB5,tracer112653,LINE,L1,0.756784493,1.99E-77,0.800442302,1.65E-96
chr9:108172355:108173484:L1MB5,tracer112653,LINE,L1,0.790657689,3.22E-89,0.816547884,1.83E-103
chr9:108162195:108162489:AluSp,tracer112900,SINE,Alu,0.733368805,2.42E-70,0.806544278,4.56E-99
chr9:108167640:108168739:L1MB5,tracer112900,LINE,L1,0.767734028,5.15E-81,0.828101448,6.91E-109
chr9:108170464:108170683:L1MB5,tracer112900,LINE,L1,0.731875662,6.47E-70,0.826724761,3.21E-108
chr9:108175467:108175975:MLT1J,tracer112900,LTR,ERVL-MaLR,0.747972129,1.16E-74,0.821858949,6.59E-106
chr9:108176052:108176240:L3,tracer112900,LINE,CR1,0.756570371,2.32E-77,0.842257596,4.10E-116
chr9:108179732:108179943:MIRb,tracer112900,SINE,MIR,0.758558053,5.37E-78,0.843106604,1.43E-116
chr9:108180003:108180303:AluJr,tracer112900,SINE,Alu,0.738208683,9.68E-72,0.834001364,8.14E-112
chr9:108187822:108188126:AluSx1,tracer112900,SINE,Alu,0.725316073,4.49E-68,0.80497383,2.12E-98
chr9:108190724:108190850:MIR,tracer112900,SINE,MIR,0.702933351,3.68E-62,0.808668705,5.59E-100
chr9:108195713:108196345:HAL1,tracer112900,LINE,L1,0.746480317,3.30E-74,0.822211993,4.50E-106
chr9:108197454:108197549:L1MC3,tracer112900,LINE,L1,0.708432247,1.47E-63,0.803772054,6.79E-98
chr9:108198014:108198196:L1MC3,tracer112900,LINE,L1,0.717584201,5.75E-66,0.822343108,3.91E-106
chr9:108166999:108167175:MIRb,tracer69487,SINE,MIR,0.763765478,1.09E-79,0.812154418,1.68E-101
chr9:108170464:108170683:L1MB5,tracer69487,LINE,L1,0.741703465,8.95E-73,0.80505635,1.95E-98
chr9:108171684:108171950:AluJr4,tracer69487,SINE,Alu,0.741485305,1.03E-72,0.824420679,4.08E-107
chr9:108172355:108173484:L1MB5,tracer69487,LINE,L1,0.790792433,2.86E-89,0.807357105,2.05E-99
chr9:108175467:108175975:MLT1J,tracer69487,LTR,ERVL-MaLR,0.793154853,3.54E-90,0.83141209,1.62E-110
chr9:108179732:108179943:MIRb,tracer69487,SINE,MIR,0.789515473,8.64E-89,0.842458288,3.20E-116
chr9:108180003:108180303:AluJr,tracer69487,SINE,Alu,0.761025297,8.47E-79,0.808047185,1.04E-99
chr9:108190724:108190850:MIR,tracer69487,SINE,MIR,0.755063157,6.96E-77,0.826998275,2.37E-108
chr9:108195145:108195294:L1M5,tracer69487,LINE,L1,0.76492955,4.48E-80,0.803118805,1.28E-97
chr9:108198014:108198196:L1MC3,tracer69487,LINE,L1,0.732981456,3.11E-70,0.817141032,9.87E-104
chr9:108159944:108160257:AluY,tracer10022,SINE,Alu,0.788821947,1.58E-88,0.804060028,5.14E-98
chr9:108171684:108171950:AluJr4,tracer10022,SINE,Alu,0.784567904,6.15E-87,0.811908749,2.16E-101
chr9:108176933:108177107:FAM,tracer10022,SINE,Alu,0.796452192,1.87E-91,0.81646559,2.00E-103
chr9:108181915:108182221:AluSq2,tracer10022,SINE,Alu,0.797071196,1.07E-91,0.809245564,3.15E-100
chr9:108185933:108186035:L2,tracer10022,LINE,L2,0.782532077,3.47E-86,0.823726729,8.71E-107
chr9:108170464:108170683:L1MB5,tracer74984,LINE,L1,0.715819309,1.71E-65,0.801262248,7.55E-97
chr9:108179732:108179943:MIRb,tracer74984,SINE,MIR,0.727562823,1.07E-68,0.800423544,1.67E-96
chr9:108187822:108188126:AluSx1,tracer74984,SINE,Alu,0.731822478,6.68E-70,0.804037705,5.25E-98
chr9:108086967:108087636:L1MB8,tracer11791,LINE,L1,0.793915015,1.81E-90,0.805036031,1.99E-98
chr9:108182861:108183170:AluSp,tracer11791,SINE,Alu,0.799890657,8.00E-93,0.80696833,3.01E-99
chr9:108186946:108187259:AluSz,tracer11791,SINE,Alu,0.79683998,1.31E-91,0.806335122,5.60E-99
chr9:108190724:108190850:MIR,tracer11791,SINE,MIR,0.797942827,4.82E-92,0.804050713,5.19E-98
chr9:108195713:108196345:HAL1,tracer11791,LINE,L1,0.781241063,1.01E-85,0.800637106,1.37E-96
chr9:108176052:108176240:L3,tracer112119,LINE,CR1,0.749376911,4.32E-75,0.81485119,1.07E-102
chr9:112438211:112438520:L1M6,0wq0H6,LINE,L1,0.830636184,3.16E-105,0.836713923,3.35E-113
chr9:112447034:112447614:L1ME1,0wq0H6,LINE,L1,0.810188849,6.56E-96,0.830339027,5.52E-110
chr9:112445583:112445919:MLT1C,981yH2,LTR,ERVL-MaLR,0.808831848,2.08E-95,0.87007883,1.19E-132
chr9:112404178:112404453:MIRc,7efkH1,SINE,MIR,0.815621167,2.90E-98,0.839577114,1.08E-114
chr9:112413301:112413826:LTR33,7efkH1,LTR,ERVL,0.819605083,5.06E-100,0.851106613,5.28E-121
chr9:112445583:112445919:MLT1C,7efkH1,LTR,ERVL-MaLR,0.802298701,9.65E-93,0.852263502,1.15E-121
chr9:112447034:112447614:L1ME1,7efkH1,LINE,L1,0.846605294,2.14E-113,0.857604611,8.40E-125
chr9:112457908:112458443:L1MA4,7efkH1,LINE,L1,0.835703049,1.07E-107,0.857891529,5.65E-125
chr9:112462430:112462793:THE1B,7efkH1,LTR,ERVL-MaLR,0.809957185,7.45E-96,0.846235697,2.83E-118
chr9:112468643:112469353:L1MB7,7efkH1,LINE,L1,0.851758783,5.39E-116,0.865473542,1.16E-129
chr9:112472131:112472557:MLT1C,7efkH1,LTR,ERVL-MaLR,0.849945698,3.87E-115,0.867335422,7.40E-131
chr9:112475292:112475476:MIRb,7efkH1,SINE,MIR,0.80578646,3.55E-94,0.827825612,9.41E-109
chr9:112488390:112488892:MLT1N2,7efkH1,LTR,ERVL-MaLR,0.80677742,1.46E-94,0.836806449,3.00E-113
chr9:112505078:112505736:L1M6,7efkH1,LINE,L1,0.80217154,1.02E-92,0.820446414,3.00E-105
chr9:112570385:112571985:THE1C-int,7efkH1,LTR,ERVL-MaLR,0.857801012,3.09E-119,0.879803204,2.34E-139
chr9:112445583:112445919:MLT1C,3wobH2,LTR,ERVL-MaLR,0.74165662,3.55E-72,0.802829995,1.68E-97
chr9:112472131:112472557:MLT1C,3wobH2,LTR,ERVL-MaLR,0.785688854,1.92E-86,0.820058797,4.53E-105
chr9:112570385:112571985:THE1C-int,3wobH2,LTR,ERVL-MaLR,0.784349424,5.95E-86,0.821968632,5.86E-106
chr9:112404178:112404453:MIRc,ahqxH1,SINE,MIR,0.745400702,2.92E-73,0.807460975,1.85E-99
chr9:112445583:112445919:MLT1C,ahqxH1,LTR,ERVL-MaLR,0.75330056,1.24E-75,0.816940354,1.22E-103
chr9:112570385:112571985:THE1C-int,ahqxH1,LTR,ERVL-MaLR,0.794379422,1.19E-89,0.837468638,1.36E-113
chr9:112407846:112408189:L1PA17,0wq0H6,LINE,L1,0.785764225,1.86E-86,0.803164959,1.22E-97
chr9:112457908:112458443:L1MA4,0wq0H6,LINE,L1,0.788762605,1.63E-87,0.8182494,3.08E-104
chr9:112481564:112481769:MIR3,0wq0H6,SINE,MIR,0.775912706,5.04E-83,0.801663107,5.15E-97
chr9:112484275:112484540:L1MC4a,0wq0H6,LINE,L1,0.761954089,2.31E-78,0.801148391,8.41E-97
chr9:112404178:112404453:MIRc,981yH2,SINE,MIR,0.771336923,1.82E-81,0.829314808,1.76E-109
chr9:112468643:112469353:L1MB7,981yH2,LINE,L1,0.766056736,1.04E-79,0.803979969,5.56E-98
chr9:112477051:112477231:LTR16A,981yH2,LTR,ERVL,0.727179686,4.40E-68,0.812729617,9.39E-102
chr9:112570385:112571985:THE1C-int,981yH2,LTR,ERVL-MaLR,0.787067125,6.17E-87,0.832441621,4.96E-111
chr9:112405160:112405311:FRAM,7efkH1,SINE,Alu,0.760107604,9.16E-78,0.806237532,6.17E-99
chr9:112408192:112408329:L1M4,7efkH1,LINE,L1,0.754278968,6.20E-76,0.800144299,2.18E-96
chr9:112414470:112414864:MSTB,7efkH1,LTR,ERVL-MaLR,0.781185967,6.90E-85,0.808002068,1.08E-99
chr9:112445204:112445578:MSTA,7efkH1,LTR,ERVL-MaLR,0.743391587,1.11E-72,0.802390537,2.57E-97
chr9:112458964:112459399:LTR16A1,7efkH1,LTR,ERVL,0.77206679,1.02E-81,0.816370484,2.21E-103
chr9:112463448:112465042:L1PA4,7efkH1,LINE,L1,0.796067966,2.65E-90,0.814005088,2.55E-102
chr9:112469483:112470036:MLT1N2,7efkH1,LTR,ERVL-MaLR,0.789472054,9.52E-88,0.83556495,1.30E-112
chr9:112475926:112476333:L1MC2,7efkH1,LINE,L1,0.778203155,8.19E-84,0.801390416,6.68E-97
chr9:112477051:112477231:LTR16A,7efkH1,LTR,ERVL,0.75824458,3.46E-77,0.808111183,9.72E-100
chr9:112481564:112481769:MIR3,7efkH1,SINE,MIR,0.769277365,9.05E-81,0.80625324,6.07E-99
chr9:112484275:112484540:L1MC4a,7efkH1,LINE,L1,0.798018569,4.85E-91,0.818423957,2.57E-104
chr9:112487241:112487465:L1ME4a,7efkH1,LINE,L1,0.77629848,3.74E-83,0.804155837,4.69E-98
chr9:112490644:112490822:MLT1K,7efkH1,LTR,ERVL-MaLR,0.777665379,1.25E-83,0.815806814,3.97E-103
chr9:112492201:112492301:L2b,7efkH1,LINE,L2,0.761812358,2.54E-78,0.821012498,1.64E-105
chr9:112504316:112504416:L2a,7efkH1,LINE,L2,0.752443447,2.22E-75,0.809073729,3.74E-100
chr9:112506243:112506668:L1M6,7efkH1,LINE,L1,0.778514383,6.47E-84,0.812632785,1.04E-101
chr9:112526366:112526792:L2c,7efkH1,LINE,L2,0.788352299,2.24E-87,0.832490631,4.69E-111
chr9:112549371:112549586:MIRb,7efkH1,SINE,MIR,0.773045196,4.80E-82,0.806498683,4.77E-99
chr9:112445583:112445919:MLT1C,8nwmH4,LTR,ERVL-MaLR,0.767107655,4.76E-80,0.829077613,2.30E-109
chr9:112570385:112571985:THE1C-int,8nwmH4,LTR,ERVL-MaLR,0.781539196,5.71E-85,0.814762656,1.17E-102
chr9:111896484:111896859:L2c,gei4H6,LINE,L2,0.602034607,5.69E-41,0.801309591,7.22E-97
chr9:112463448:112465042:L1PA4,tracer5270,LINE,L1,0.788115417,2.62E-87,0.800514762,1.54E-96
chr9:112447034:112447614:L1ME1,tracer11791,LINE,L1,0.789249362,1.11E-87,0.811896503,2.19E-101
chr9:113786858:113789486:L1PA7,3wobH2,LINE,L1,0.802977047,8.59E-94,0.794155509,5.75E-94
chr9:113676497:113676861:THE1B,5sz1H1,LTR,ERVL-MaLR,0.825677994,1.33E-103,0.82033077,3.39E-105
chr9:113678401:113678653:MIR,5sz1H1,SINE,MIR,0.808140757,6.50E-96,0.808258213,8.41E-100
chr9:113685939:113686123:MIR,5sz1H1,SINE,MIR,0.802688047,1.12E-93,0.808423631,7.13E-100
chr9:113689364:113689516:MIRc,5sz1H1,SINE,MIR,0.808678173,3.98E-96,0.808497725,6.63E-100
chr9:113693766:113694285:L1P1,5sz1H1,LINE,L1,0.826185395,8.04E-104,0.825816411,8.79E-108
chr9:113695672:113695886:MIRb,5sz1H1,SINE,MIR,0.862170397,9.52E-123,0.853878699,1.33E-122
chr9:113700354:113700496:L2a,5sz1H1,LINE,L2,0.839155693,3.47E-110,0.832244176,6.23E-111
chr9:113707851:113708331:MLT1D,5sz1H1,LTR,ERVL-MaLR,0.821936353,6.80E-102,0.808440957,7.01E-100
chr9:113732019:113732316:L1ME3C,5sz1H1,LINE,L1,0.813102052,5.24E-98,0.815478109,5.58E-103
chr9:113733517:113733728:MIRb,5sz1H1,SINE,MIR,0.832754915,5.55E-107,0.821068736,1.54E-105
chr9:113746248:113746900:L1MA3,5sz1H1,LINE,L1,0.845473579,1.88E-113,0.833161775,2.16E-111
chr9:113753904:113754172:AluSp,5sz1H1,SINE,Alu,0.809051343,2.79E-96,0.80707948,2.70E-99
chr9:113760498:113761279:L4,5sz1H1,LINE,RTE,0.817852881,4.18E-100,0.81925904,1.06E-104
chr9:113761771:113761992:MLT1A,5sz1H1,LTR,ERVL-MaLR,0.801343227,3.87E-93,0.795515479,1.65E-94
chr9:113773536:113774021:L3,5sz1H1,LINE,CR1,0.849500095,1.38E-115,0.858553715,2.26E-125
chr9:113782133:113782487:MLT1B,5sz1H1,LTR,ERVL-MaLR,0.818880041,1.50E-100,0.814732812,1.20E-102
chr9:113786858:113789486:L1PA7,5sz1H1,LINE,L1,0.849378329,1.52E-115,0.847867859,3.53E-119
chr9:113798839:113799028:MIR3,5sz1H1,SINE,MIR,0.826190019,8.04E-104,0.811305294,3.98E-101
chr9:113445105:113447647:L1MA1,0wq0H6,LINE,L1,0.801404722,3.69E-93,0.824580629,3.42E-107
chr9:113675268:113675416:MIRc,0wq0H6,SINE,MIR,0.820476745,3.04E-101,0.83914788,1.82E-114
chr9:113676497:113676861:THE1B,0wq0H6,LTR,ERVL-MaLR,0.844972179,3.37E-113,0.854307771,7.49E-123
chr9:113678401:113678653:MIR,0wq0H6,SINE,MIR,0.856919207,1.15E-119,0.872350788,3.61E-134
chr9:113683728:113683850:MIRb,0wq0H6,SINE,MIR,0.810886016,4.80E-97,0.81252374,1.16E-101
chr9:113685939:113686123:MIR,0wq0H6,SINE,MIR,0.825347231,1.82E-103,0.857348873,1.19E-124
chr9:113689364:113689516:MIRc,0wq0H6,SINE,MIR,0.800430407,8.81E-93,0.830237427,6.20E-110
chr9:113693766:113694285:L1P1,0wq0H6,LINE,L1,0.852399212,3.85E-117,0.866576738,2.28E-130
chr9:113695672:113695886:MIRb,0wq0H6,SINE,MIR,0.85252635,3.55E-117,0.863336947,2.59E-128
chr9:113696950:113697074:MIR3,0wq0H6,SINE,MIR,0.818325228,2.64E-100,0.832054397,7.76E-111
chr9:113700354:113700496:L2a,0wq0H6,LINE,L2,0.844337855,7.10E-113,0.850945402,6.52E-121
chr9:113707851:113708331:MLT1D,0wq0H6,LTR,ERVL-MaLR,0.842096972,1.05E-111,0.843935856,5.11E-117
chr9:113731101:113731324:MIR,0wq0H6,SINE,MIR,0.805263109,1.07E-94,0.813987925,2.59E-102
chr9:113732019:113732316:L1ME3C,0wq0H6,LINE,L1,0.839715355,1.84E-110,0.862565528,7.86E-128
chr9:113733517:113733728:MIRb,0wq0H6,SINE,MIR,0.819997448,4.86E-101,0.836577873,3.94E-113
chr9:113746248:113746900:L1MA3,0wq0H6,LINE,L1,0.865719545,7.79E-125,0.872043676,5.81E-134
chr9:113760498:113761279:L4,0wq0H6,LINE,RTE,0.858650293,1.19E-120,0.86738976,6.82E-131
chr9:113773536:113774021:L3,0wq0H6,LINE,CR1,0.87576524,2.68E-131,0.890060275,4.31E-147
chr9:113779700:113779763:L3b,0wq0H6,LINE,CR1,0.804319127,2.47E-94,0.823914436,7.09E-107
chr9:113782133:113782487:MLT1B,0wq0H6,LTR,ERVL-MaLR,0.853005444,2.06E-117,0.861906655,2.02E-127
chr9:113784557:113784679:MIR3,0wq0H6,SINE,MIR,0.826343187,7.16E-104,0.828746144,3.35E-109
chr9:113786858:113789486:L1PA7,0wq0H6,LINE,L1,0.847505594,1.59E-114,0.845188232,1.06E-117
chr9:113797510:113797803:AluJr,0wq0H6,SINE,Alu,0.818078198,3.36E-100,0.834235385,6.19E-112
chr9:113798839:113799028:MIR3,0wq0H6,SINE,MIR,0.810355314,7.93E-97,0.81847164,2.44E-104
chr9:113786858:113789486:L1PA7,fib2H7,LINE,L1,0.815761093,3.58E-99,0.815472216,5.61E-103
chr9:113731582:113731709:L1ME3C,2dheH1,LINE,L1,0.804807907,1.60E-94,0.838964727,2.27E-114
chr9:113786858:113789486:L1PA7,2dheH1,LINE,L1,0.81652085,1.65E-99,0.821092527,1.50E-105
chr9:113678401:113678653:MIR,tracer76249,SINE,MIR,0.801102342,4.71E-93,0.827575331,1.24E-108
chr9:113693766:113694285:L1P1,tracer76249,LINE,L1,0.834269906,1.02E-107,0.860579325,1.32E-126
chr9:113760498:113761279:L4,tracer76249,LINE,RTE,0.801212361,4.29E-93,0.830100025,7.24E-110
chr9:113786858:113789486:L1PA7,tracer76249,LINE,L1,0.801751678,2.71E-93,0.813980633,2.61E-102
chr9:113445105:113447647:L1MA1,tracer5270,LINE,L1,0.8015064,3.39E-93,0.806422907,5.14E-99
chr9:113786858:113789486:L1PA7,tracer5270,LINE,L1,0.867687926,5.27E-126,0.868677247,9.92E-132
chr9:113445105:113447647:L1MA1,tracer10022,LINE,L1,0.819191863,1.10E-100,0.834367382,5.31E-112
chr9:113678401:113678653:MIR,tracer10022,SINE,MIR,0.800061161,1.22E-92,0.811898169,2.18E-101
chr9:113693766:113694285:L1P1,tracer10022,LINE,L1,0.834233222,1.03E-107,0.843035053,1.57E-116
chr9:113695672:113695886:MIRb,tracer10022,SINE,MIR,0.824854724,3.05E-103,0.839985629,6.60E-115
chr9:113700354:113700496:L2a,tracer10022,LINE,L2,0.821893843,6.95E-102,0.840015862,6.36E-115
chr9:113746248:113746900:L1MA3,tracer10022,LINE,L1,0.826417069,6.81E-104,0.837771527,9.50E-114
chr9:113760498:113761279:L4,tracer10022,LINE,RTE,0.808487203,4.75E-96,0.823263395,1.44E-106
chr9:113773536:113774021:L3,tracer10022,LINE,CR1,0.821505562,1.03E-101,0.842818485,2.05E-116
chr9:113782133:113782487:MLT1B,tracer10022,LTR,ERVL-MaLR,0.803538098,5.19E-94,0.81655063,1.83E-103
chr9:113786858:113789486:L1PA7,tracer10022,LINE,L1,0.882056704,1.30E-135,0.885996986,6.12E-144
chr9:113445105:113447647:L1MA1,tracer11791,LINE,L1,0.822385225,4.39E-102,0.828642691,3.76E-109
chr9:113675268:113675416:MIRc,tracer11791,SINE,MIR,0.812480475,9.71E-98,0.829092458,2.27E-109
chr9:113676497:113676861:THE1B,tracer11791,LTR,ERVL-MaLR,0.834763227,5.96E-108,0.842113696,4.89E-116
chr9:113678401:113678653:MIR,tracer11791,SINE,MIR,0.819798749,5.88E-101,0.825001163,2.16E-107
chr9:113680193:113680351:AluJb,tracer11791,SINE,Alu,0.81316057,5.02E-98,0.814747825,1.19E-102
chr9:113685939:113686123:MIR,tracer11791,SINE,MIR,0.804897259,1.49E-94,0.820020763,4.72E-105
chr9:113689364:113689516:MIRc,tracer11791,SINE,MIR,0.803135014,7.47E-94,0.810736724,7.06E-101
chr9:113693766:113694285:L1P1,tracer11791,LINE,L1,0.810513148,6.87E-97,0.813949184,2.70E-102
chr9:113695672:113695886:MIRb,tracer11791,SINE,MIR,0.850455552,4.26E-116,0.855083903,2.63E-123
chr9:113696950:113697074:MIR3,tracer11791,SINE,MIR,0.800312712,9.74E-93,0.810334887,1.06E-100
chr9:113700354:113700496:L2a,tracer11791,LINE,L2,0.821990178,6.56E-102,0.834216789,6.33E-112
chr9:113707851:113708331:MLT1D,tracer11791,LTR,ERVL-MaLR,0.846110739,8.89E-114,0.839005793,2.16E-114
chr9:113732019:113732316:L1ME3C,tracer11791,LINE,L1,0.801272171,4.09E-93,0.816712599,1.54E-103
chr9:113733517:113733728:MIRb,tracer11791,SINE,MIR,0.815336705,5.46E-99,0.830437597,4.93E-110
chr9:113746248:113746900:L1MA3,tracer11791,LINE,L1,0.837428908,2.65E-109,0.840146582,5.43E-115
chr9:113753904:113754172:AluSp,tracer11791,SINE,Alu,0.80675227,2.52E-95,0.815891974,3.63E-103
chr9:113760498:113761279:L4,tracer11791,LINE,RTE,0.830434422,7.70E-106,0.832530789,4.48E-111
chr9:113761771:113761992:MLT1A,tracer11791,LTR,ERVL-MaLR,0.80924975,2.36E-96,0.810678567,7.49E-101
chr9:113773536:113774021:L3,tracer11791,LINE,CR1,0.899369096,3.99E-149,0.904970717,7.97E-160
chr9:113779700:113779763:L3b,tracer11791,LINE,CR1,0.803322479,6.32E-94,0.815147791,7.85E-103
chr9:113782133:113782487:MLT1B,tracer11791,LTR,ERVL-MaLR,0.82587544,1.10E-103,0.834882615,2.91E-112
chr9:113784557:113784679:MIR3,tracer11791,SINE,MIR,0.808190428,6.28E-96,0.816062134,3.04E-103
chr9:113786858:113789486:L1PA7,tracer11791,LINE,L1,0.851711464,8.82E-117,0.848875738,9.65E-120
chr9:113789866:113790045:L2a,tracer11791,LINE,L2,0.809135879,2.60E-96,0.812493397,1.19E-101
chr9:113797510:113797803:AluJr,tracer11791,SINE,Alu,0.805037642,1.31E-94,0.815059046,8.60E-103
chr9:113798839:113799028:MIR3,tracer11791,SINE,MIR,0.842807727,4.55E-112,0.847083496,9.64E-119
chr9:113680193:113680351:AluJb,tracer93780,SINE,Alu,0.804446055,2.21E-94,0.798795193,7.78E-96
chr9:113695672:113695886:MIRb,tracer93780,SINE,MIR,0.820322705,3.51E-101,0.809342614,2.86E-100
chr9:113707851:113708331:MLT1D,tracer93780,LTR,ERVL-MaLR,0.8045111,2.11E-94,0.773019722,4.99E-86
chr9:113773536:113774021:L3,tracer93780,LINE,CR1,0.864848968,2.32E-124,0.865257733,1.59E-129
chr9:113798839:113799028:MIR3,tracer93780,SINE,MIR,0.825578105,1.45E-103,0.819008723,1.38E-104
chr9:113693766:113694285:L1P1,bknvH1,LINE,L1,0.796803802,2.36E-91,0.81540514,6.01E-103
chr9:113773536:113774021:L3,3wobH2,LINE,CR1,0.795138997,1.05E-90,0.814136784,2.22E-102
chr9:113798839:113799028:MIR3,3wobH2,SINE,MIR,0.787449841,8.95E-88,0.81971958,6.51E-105
chr9:113678401:113678653:MIR,cwydH1,SINE,MIR,0.772432791,2.07E-82,0.80875861,5.11E-100
chr9:113693766:113694285:L1P1,cwydH1,LINE,L1,0.784184963,1.47E-86,0.818273441,3.01E-104
chr9:113663660:113664013:THE1B,dahrH1,LTR,ERVL-MaLR,0.719761957,2.27E-66,0.807143469,2.53E-99
chr9:113731582:113731709:L1ME3C,dahrH1,LINE,L1,0.722429696,4.37E-67,0.816323606,2.32E-103
chr9:113731582:113731709:L1ME3C,0z1rH3,LINE,L1,0.774656086,3.52E-83,0.821259857,1.26E-105
chr9:113786858:113789486:L1PA7,0z1rH3,LINE,L1,0.796919251,2.14E-91,0.805890277,8.66E-99
chr9:113675268:113675416:MIRc,5sz1H1,SINE,MIR,0.799488705,2.03E-92,0.801453633,6.29E-97
chr9:113479028:113480164:L1MEg,0wq0H6,LINE,L1,0.768604033,4.20E-81,0.804757027,2.62E-98
chr9:113641984:113642304:L2,0wq0H6,LINE,L2,0.796675506,2.64E-91,0.82954852,1.35E-109
chr9:113667618:113667932:AluSx3,0wq0H6,SINE,Alu,0.799350173,2.29E-92,0.820636027,2.45E-105
chr9:113680193:113680351:AluJb,0wq0H6,SINE,Alu,0.780822858,2.25E-85,0.805259394,1.60E-98
chr9:113694492:113694568:L2a,0wq0H6,LINE,L2,0.780830275,2.25E-85,0.807484794,1.81E-99
chr9:113737674:113737849:MIRb,0wq0H6,SINE,MIR,0.779379723,7.50E-85,0.806653794,4.10E-99
chr9:113751516:113751620:FLAM_A,0wq0H6,SINE,Alu,0.761024016,1.36E-78,0.805968903,8.02E-99
chr9:113761771:113761992:MLT1A,0wq0H6,LTR,ERVL-MaLR,0.782133966,7.67E-86,0.808223062,8.70E-100
chr9:113776018:113776071:L3b,0wq0H6,LINE,CR1,0.763905541,1.57E-79,0.803978738,5.56E-98
chr9:113795817:113796132:AluSx1,0wq0H6,SINE,Alu,0.780951558,2.04E-85,0.808435552,7.05E-100
chr9:113731582:113731709:L1ME3C,fib2H7,LINE,L1,0.770269498,1.15E-81,0.807117473,2.60E-99
chr9:113663660:113664013:THE1B,2dheH1,LTR,ERVL-MaLR,0.794379572,2.07E-90,0.802233197,2.99E-97
chr9:113693766:113694285:L1P1,2dheH1,LINE,L1,0.792466458,1.11E-89,0.800136948,2.20E-96
chr9:113695672:113695886:MIRb,2dheH1,SINE,MIR,0.795547268,7.27E-91,0.806879214,3.28E-99
chr9:113700354:113700496:L2a,2dheH1,LINE,L2,0.789305304,1.80E-88,0.800754708,1.22E-96
chr9:113773536:113774021:L3,7efkH1,LINE,CR1,0.777915848,2.50E-84,0.801556473,5.70E-97
chr9:113663660:113664013:THE1B,8nwmH4,LTR,ERVL-MaLR,0.767907434,7.22E-81,0.813880407,2.89E-102
chr9:113731582:113731709:L1ME3C,8nwmH4,LINE,L1,0.78251915,5.82E-86,0.836080227,7.09E-113
chr9:113445105:113447647:L1MA1,tracer76249,LINE,L1,0.751496224,1.50E-75,0.802688488,1.93E-97
chr9:113675268:113675416:MIRc,tracer76249,SINE,MIR,0.755147275,1.09E-76,0.801711444,4.92E-97
chr9:113694492:113694568:L2a,tracer76249,LINE,L2,0.750603232,2.81E-75,0.803208704,1.17E-97
chr9:113695672:113695886:MIRb,tracer76249,SINE,MIR,0.788050316,5.35E-88,0.823842563,7.67E-107
